REGION,TECHNOLOGY,YEAR,VALUE
ISRAEL,PWR_NGCC_CCS,2026,1201.0970261246937
ISRAEL,PWR_NGCC_CCS,2027,1177.0750856021998
ISRAEL,PWR_NGCC_CCS,2028,1153.5335838901558
ISRAEL,PWR_NGCC_CCS,2029,1130.4629122123526
ISRAEL,PWR_NGCC_CCS,2030,1107.8536539681056
ISRAEL,PWR_NGCC_CCS,2031,1085.6965808887435
ISRAEL,PWR_NGCC_CCS,2032,1063.9826492709685
ISRAEL,PWR_NGCC_CCS,2033,1042.702996285549
ISRAEL,PWR_NGCC_CCS,2034,1021.848936359838
ISRAEL,PWR_NGCC_CCS,2035,1001.4119576326414
ISRAEL,PWR_NGCC_CCS,2036,981.3837184799885
ISRAEL,PWR_NGCC_CCS,2037,961.7560441103886
ISRAEL,PWR_NGCC_CCS,2038,942.520923228181
ISRAEL,PWR_NGCC_CCS,2039,923.6705047636174
ISRAEL,PWR_NGCC_CCS,2040,905.197094668345
ISRAEL,PWR_NGCC_CCS,2041,887.0931527749781
ISRAEL,PWR_NGCC_CCS,2042,869.3512897194784
ISRAEL,PWR_NGCC_CCS,2043,851.9642639250889
ISRAEL,PWR_NGCC_CCS,2044,834.9249786465871
ISRAEL,PWR_NGCC_CCS,2045,818.2264790736554
ISRAEL,PWR_NGCC_CCS,2046,801.8619494921822
ISRAEL,PWR_NGCC_CCS,2047,785.8247105023386
ISRAEL,PWR_NGCC_CCS,2048,770.1082162922918
ISRAEL,PWR_NGCC_CCS,2049,754.706051966446
ISRAEL,PWR_NGCC_CCS,2050,739.611930927117
ISRAEL,PWR_OCGT,2015,600.0
ISRAEL,PWR_OCGT,2016,588.0
ISRAEL,PWR_OCGT,2017,576.24
ISRAEL,PWR_OCGT,2018,564.7152
ISRAEL,PWR_OCGT,2019,553.420896
ISRAEL,PWR_OCGT,2020,542.35247808
ISRAEL,PWR_OCGT,2021,531.5054285184
ISRAEL,PWR_OCGT,2022,520.8753199480319
ISRAEL,PWR_OCGT,2023,510.4578135490713
ISRAEL,PWR_OCGT,2024,500.24865727808987
ISRAEL,PWR_OCGT,2025,490.243684132528
ISRAEL,PWR_OCGT,2026,480.4388104498775
ISRAEL,PWR_OCGT,2027,470.8300342408799
ISRAEL,PWR_OCGT,2028,461.4134335560623
ISRAEL,PWR_OCGT,2029,452.185164884941
ISRAEL,PWR_OCGT,2030,443.14146158724225
ISRAEL,PWR_OCGT,2031,434.27863235549734
ISRAEL,PWR_OCGT,2032,425.5930597083874
ISRAEL,PWR_OCGT,2033,417.08119851421964
ISRAEL,PWR_OCGT,2034,408.73957454393525
ISRAEL,PWR_OCGT,2035,400.56478305305654
ISRAEL,PWR_OCGT,2036,392.55348739199536
ISRAEL,PWR_OCGT,2037,384.70241764415545
ISRAEL,PWR_OCGT,2038,377.0083692912724
ISRAEL,PWR_OCGT,2039,369.46820190544696
ISRAEL,PWR_OCGT,2040,362.078837867338
ISRAEL,PWR_OCGT,2041,354.83726110999123
ISRAEL,PWR_OCGT,2042,347.74051588779133
ISRAEL,PWR_OCGT,2043,340.78570557003553
ISRAEL,PWR_OCGT,2044,333.96999145863487
ISRAEL,PWR_OCGT,2045,327.29059162946214
ISRAEL,PWR_OCGT,2046,320.7447797968729
ISRAEL,PWR_OCGT,2047,314.3298842009354
ISRAEL,PWR_OCGT,2048,308.04328651691674
ISRAEL,PWR_OCGT,2049,301.8824207865784
ISRAEL,PWR_OCGT,2050,295.8447723708468
ISRAEL,PWR_OCGT_CCS,2015,1000.0
ISRAEL,PWR_OCGT_CCS,2016,980.0
ISRAEL,PWR_OCGT_CCS,2017,960.3999999999999
ISRAEL,PWR_OCGT_CCS,2018,941.1919999999999
ISRAEL,PWR_OCGT_CCS,2019,922.3681599999999
ISRAEL,PWR_OCGT_CCS,2020,903.9207968
ISRAEL,PWR_OCGT_CCS,2021,885.8423808639999
ISRAEL,PWR_OCGT_CCS,2022,868.1255332467199
ISRAEL,PWR_OCGT_CCS,2023,850.7630225817854
ISRAEL,PWR_OCGT_CCS,2024,833.7477621301498
ISRAEL,PWR_OCGT_CCS,2025,817.0728068875467
ISRAEL,PWR_OCGT_CCS,2026,800.7313507497959
ISRAEL,PWR_OCGT_CCS,2027,784.7167237347999
ISRAEL,PWR_OCGT_CCS,2028,769.0223892601038
ISRAEL,PWR_OCGT_CCS,2029,753.6419414749017
ISRAEL,PWR_OCGT_CCS,2030,738.5691026454037
ISRAEL,PWR_OCGT_CCS,2031,723.7977205924956
ISRAEL,PWR_OCGT_CCS,2032,709.3217661806457
ISRAEL,PWR_OCGT_CCS,2033,695.1353308570327
ISRAEL,PWR_OCGT_CCS,2034,681.2326242398921
ISRAEL,PWR_OCGT_CCS,2035,667.6079717550942
ISRAEL,PWR_OCGT_CCS,2036,654.2558123199923
ISRAEL,PWR_OCGT_CCS,2037,641.1706960735925
ISRAEL,PWR_OCGT_CCS,2038,628.3472821521207
ISRAEL,PWR_OCGT_CCS,2039,615.7803365090782
ISRAEL,PWR_OCGT_CCS,2040,603.4647297788966
ISRAEL,PWR_OCGT_CCS,2041,591.3954351833187
ISRAEL,PWR_OCGT_CCS,2042,579.5675264796523
ISRAEL,PWR_OCGT_CCS,2043,567.9761759500592
ISRAEL,PWR_OCGT_CCS,2044,556.616652431058
ISRAEL,PWR_OCGT_CCS,2045,545.4843193824369
ISRAEL,PWR_OCGT_CCS,2046,534.5746329947881
ISRAEL,PWR_OCGT_CCS,2047,523.8831403348923
ISRAEL,PWR_OCGT_CCS,2048,513.4054775281945
ISRAEL,PWR_OCGT_CCS,2049,503.1373679776306
ISRAEL,PWR_OCGT_CCS,2050,493.074620618078
ISRAEL,PWR_NatGas_Steam,2015,1000.0
ISRAEL,PWR_NatGas_Steam,2016,980.0
ISRAEL,PWR_NatGas_Steam,2017,960.3999999999999
ISRAEL,PWR_NatGas_Steam,2018,941.1919999999999
ISRAEL,PWR_NatGas_Steam,2019,922.3681599999999
ISRAEL,PWR_NatGas_Steam,2020,903.9207968
ISRAEL,PWR_NatGas_Steam,2021,885.8423808639999
ISRAEL,PWR_NatGas_Steam,2022,868.1255332467199
ISRAEL,PWR_NatGas_Steam,2023,850.7630225817854
ISRAEL,PWR_NatGas_Steam,2024,833.7477621301498
ISRAEL,PWR_NatGas_Steam,2025,817.0728068875467
ISRAEL,PWR_NatGas_Steam,2026,800.7313507497959
ISRAEL,PWR_NatGas_Steam,2027,784.7167237347999
ISRAEL,PWR_NatGas_Steam,2028,769.0223892601038
ISRAEL,PWR_NatGas_Steam,2029,753.6419414749017
ISRAEL,PWR_NatGas_Steam,2030,738.5691026454037
ISRAEL,PWR_NatGas_Steam,2031,723.7977205924956
ISRAEL,PWR_NatGas_Steam,2032,709.3217661806457
ISRAEL,PWR_NatGas_Steam,2033,695.1353308570327
ISRAEL,PWR_NatGas_Steam,2034,681.2326242398921
ISRAEL,PWR_NatGas_Steam,2035,667.6079717550942
ISRAEL,PWR_NatGas_Steam,2036,654.2558123199923
ISRAEL,PWR_NatGas_Steam,2037,641.1706960735925
ISRAEL,PWR_NatGas_Steam,2038,628.3472821521207
ISRAEL,PWR_NatGas_Steam,2039,615.7803365090782
ISRAEL,PWR_NatGas_Steam,2040,603.4647297788966
ISRAEL,PWR_NatGas_Steam,2041,591.3954351833187
ISRAEL,PWR_NatGas_Steam,2042,579.5675264796523
ISRAEL,PWR_NatGas_Steam,2043,567.9761759500592
ISRAEL,PWR_NatGas_Steam,2044,556.616652431058
ISRAEL,PWR_NatGas_Steam,2045,545.4843193824369
ISRAEL,PWR_NatGas_Steam,2046,534.5746329947881
ISRAEL,PWR_NatGas_Steam,2047,523.8831403348923
ISRAEL,PWR_NatGas_Steam,2048,513.4054775281945
ISRAEL,PWR_NatGas_Steam,2049,503.1373679776306
ISRAEL,PWR_NatGas_Steam,2050,493.074620618078
ISRAEL,PWR_Coal,2015,2000.0
ISRAEL,PWR_Coal,2016,1960.0
ISRAEL,PWR_Coal,2017,1920.7999999999997
ISRAEL,PWR_Coal,2018,1882.3839999999998
ISRAEL,PWR_Coal,2019,1844.7363199999998
ISRAEL,PWR_Coal,2020,1807.8415936
ISRAEL,PWR_Coal,2021,1771.6847617279998
ISRAEL,PWR_Coal,2022,1736.2510664934398
ISRAEL,PWR_Coal,2023,1701.5260451635709
ISRAEL,PWR_Coal,2024,1667.4955242602996
ISRAEL,PWR_Coal,2025,1634.1456137750934
ISRAEL,PWR_Coal,2026,1601.4627014995917
ISRAEL,PWR_Coal,2027,1569.4334474695997
ISRAEL,PWR_Coal,2028,1538.0447785202075
ISRAEL,PWR_Coal,2029,1507.2838829498035
ISRAEL,PWR_Coal,2030,1477.1382052908075
ISRAEL,PWR_Coal,2031,1447.5954411849912
ISRAEL,PWR_Coal,2032,1418.6435323612914
ISRAEL,PWR_Coal,2033,1390.2706617140655
ISRAEL,PWR_Coal,2034,1362.4652484797841
ISRAEL,PWR_Coal,2035,1335.2159435101885
ISRAEL,PWR_Coal,2036,1308.5116246399846
ISRAEL,PWR_Coal,2037,1282.341392147185
ISRAEL,PWR_Coal,2038,1256.6945643042413
ISRAEL,PWR_Coal,2039,1231.5606730181564
ISRAEL,PWR_Coal,2040,1206.9294595577933
ISRAEL,PWR_Coal,2041,1182.7908703666374
ISRAEL,PWR_Coal,2042,1159.1350529593046
ISRAEL,PWR_Coal,2043,1135.9523519001184
ISRAEL,PWR_Coal,2044,1113.233304862116
ISRAEL,PWR_Coal,2045,1090.9686387648737
ISRAEL,PWR_Coal,2046,1069.1492659895762
ISRAEL,PWR_Coal,2047,1047.7662806697847
ISRAEL,PWR_Coal,2048,1026.810955056389
ISRAEL,PWR_Coal,2049,1006.2747359552612
ISRAEL,PWR_Coal,2050,986.149241236156
ISRAEL,PWR_Solar_Utility,2015,800.0
ISRAEL,PWR_Solar_Utility,2016,784.0
ISRAEL,PWR_Solar_Utility,2017,768.3199999999999
ISRAEL,PWR_Solar_Utility,2018,752.9535999999999
ISRAEL,PWR_Solar_Utility,2019,737.8945279999999
ISRAEL,PWR_Solar_Utility,2020,723.13663744
ISRAEL,PWR_Solar_Utility,2021,708.6739046911999
ISRAEL,PWR_Solar_Utility,2022,694.500426597376
ISRAEL,PWR_Solar_Utility,2023,680.6104180654283
ISRAEL,PWR_Solar_Utility,2024,666.9982097041199
ISRAEL,PWR_Solar_Utility,2025,653.6582455100373
ISRAEL,PWR_Solar_Utility,2026,640.5850805998367
ISRAEL,PWR_Solar_Utility,2027,627.7733789878399
ISRAEL,PWR_Solar_Utility,2028,615.2179114080831
ISRAEL,PWR_Solar_Utility,2029,602.9135531799213
ISRAEL,PWR_Solar_Utility,2030,590.855282116323
ISRAEL,PWR_Solar_Utility,2031,579.0381764739965
ISRAEL,PWR_Solar_Utility,2032,567.4574129445166
ISRAEL,PWR_Solar_Utility,2033,556.1082646856262
ISRAEL,PWR_Solar_Utility,2034,544.9860993919136
ISRAEL,PWR_Solar_Utility,2035,534.0863774040754
ISRAEL,PWR_Solar_Utility,2036,523.4046498559939
ISRAEL,PWR_Solar_Utility,2037,512.9365568588739
ISRAEL,PWR_Solar_Utility,2038,502.67782572169654
ISRAEL,PWR_Solar_Utility,2039,492.6242692072626
ISRAEL,PWR_Solar_Utility,2040,482.7717838231173
ISRAEL,PWR_Solar_Utility,2041,473.11634814665496
ISRAEL,PWR_Solar_Utility,2042,463.6540211837218
ISRAEL,PWR_Solar_Utility,2043,454.3809407600474
ISRAEL,PWR_Solar_Utility,2044,445.29332194484647
ISRAEL,PWR_Solar_Utility,2045,436.3874555059495
ISRAEL,PWR_Solar_Utility,2046,427.6597063958305
ISRAEL,PWR_Solar_Utility,2047,419.1065122679139
ISRAEL,PWR_Solar_Utility,2048,410.72438202255563
ISRAEL,PWR_Solar_Utility,2049,402.5098943821045
ISRAEL,PWR_Solar_Utility,2050,394.4596964944624
ISRAEL,PWR_Solar_Rooftop_Res,2015,1200.0
ISRAEL,PWR_Solar_Rooftop_Res,2016,1176.0
ISRAEL,PWR_Solar_Rooftop_Res,2017,1152.48
ISRAEL,PWR_Solar_Rooftop_Res,2018,1129.4304
ISRAEL,PWR_Solar_Rooftop_Res,2019,1106.841792
ISRAEL,PWR_Solar_Rooftop_Res,2020,1084.70495616
ISRAEL,PWR_Solar_Rooftop_Res,2021,1063.0108570368
ISRAEL,PWR_Solar_Rooftop_Res,2022,1041.7506398960638
ISRAEL,PWR_Solar_Rooftop_Res,2023,1020.9156270981426
ISRAEL,PWR_Solar_Rooftop_Res,2024,1000.4973145561797
ISRAEL,PWR_Solar_Rooftop_Res,2025,980.487368265056
ISRAEL,PWR_Solar_Rooftop_Res,2026,960.877620899755
ISRAEL,PWR_Solar_Rooftop_Res,2027,941.6600684817598
ISRAEL,PWR_Solar_Rooftop_Res,2028,922.8268671121245
ISRAEL,PWR_Solar_Rooftop_Res,2029,904.370329769882
ISRAEL,PWR_Solar_Rooftop_Res,2030,886.2829231744845
ISRAEL,PWR_Solar_Rooftop_Res,2031,868.5572647109947
ISRAEL,PWR_Solar_Rooftop_Res,2032,851.1861194167748
ISRAEL,PWR_Solar_Rooftop_Res,2033,834.1623970284393
ISRAEL,PWR_Solar_Rooftop_Res,2034,817.4791490878705
ISRAEL,PWR_Solar_Rooftop_Res,2035,801.1295661061131
ISRAEL,PWR_Solar_Rooftop_Res,2036,785.1069747839907
ISRAEL,PWR_Solar_Rooftop_Res,2037,769.4048352883109
ISRAEL,PWR_Solar_Rooftop_Res,2038,754.0167385825448
ISRAEL,PWR_Solar_Rooftop_Res,2039,738.9364038108939
ISRAEL,PWR_Solar_Rooftop_Res,2040,724.157675734676
ISRAEL,PWR_Solar_Rooftop_Res,2041,709.6745222199825
ISRAEL,PWR_Solar_Rooftop_Res,2042,695.4810317755827
ISRAEL,PWR_Solar_Rooftop_Res,2043,681.5714111400711
ISRAEL,PWR_Solar_Rooftop_Res,2044,667.9399829172697
ISRAEL,PWR_Solar_Rooftop_Res,2045,654.5811832589243
ISRAEL,PWR_Solar_Rooftop_Res,2046,641.4895595937458
ISRAEL,PWR_Solar_Rooftop_Res,2047,628.6597684018708
ISRAEL,PWR_Solar_Rooftop_Res,2048,616.0865730338335
ISRAEL,PWR_Solar_Rooftop_Res,2049,603.7648415731568
ISRAEL,PWR_Solar_Rooftop_Res,2050,591.6895447416936
ISRAEL,PWR_Solar_Rooftop_Com,2015,1000.0
ISRAEL,PWR_Solar_Rooftop_Com,2016,980.0
ISRAEL,PWR_Solar_Rooftop_Com,2017,960.3999999999999
ISRAEL,PWR_Solar_Rooftop_Com,2018,941.1919999999999
ISRAEL,PWR_Solar_Rooftop_Com,2019,922.3681599999999
ISRAEL,PWR_Solar_Rooftop_Com,2020,903.9207968
ISRAEL,PWR_Solar_Rooftop_Com,2021,885.8423808639999
ISRAEL,PWR_Solar_Rooftop_Com,2022,868.1255332467199
ISRAEL,PWR_Solar_Rooftop_Com,2023,850.7630225817854
ISRAEL,PWR_Solar_Rooftop_Com,2024,833.7477621301498
ISRAEL,PWR_Solar_Rooftop_Com,2025,817.0728068875467
ISRAEL,PWR_Solar_Rooftop_Com,2026,800.7313507497959
ISRAEL,PWR_Solar_Rooftop_Com,2027,784.7167237347999
ISRAEL,PWR_Solar_Rooftop_Com,2028,769.0223892601038
ISRAEL,PWR_Solar_Rooftop_Com,2029,753.6419414749017
ISRAEL,PWR_Solar_Rooftop_Com,2030,738.5691026454037
ISRAEL,PWR_Solar_Rooftop_Com,2031,723.7977205924956
ISRAEL,PWR_Solar_Rooftop_Com,2032,709.3217661806457
ISRAEL,PWR_Solar_Rooftop_Com,2033,695.1353308570327
ISRAEL,PWR_Solar_Rooftop_Com,2034,681.2326242398921
ISRAEL,PWR_Solar_Rooftop_Com,2035,667.6079717550942
ISRAEL,PWR_Solar_Rooftop_Com,2036,654.2558123199923
ISRAEL,PWR_Solar_Rooftop_Com,2037,641.1706960735925
ISRAEL,PWR_Solar_Rooftop_Com,2038,628.3472821521207
ISRAEL,PWR_Solar_Rooftop_Com,2039,615.7803365090782
ISRAEL,PWR_Solar_Rooftop_Com,2040,603.4647297788966
ISRAEL,PWR_Solar_Rooftop_Com,2041,591.3954351833187
ISRAEL,PWR_Solar_Rooftop_Com,2042,579.5675264796523
ISRAEL,PWR_Solar_Rooftop_Com,2043,567.9761759500592
ISRAEL,PWR_Solar_Rooftop_Com,2044,556.616652431058
ISRAEL,PWR_Solar_Rooftop_Com,2045,545.4843193824369
ISRAEL,PWR_Solar_Rooftop_Com,2046,534.5746329947881
ISRAEL,PWR_Solar_Rooftop_Com,2047,523.8831403348923
ISRAEL,PWR_Solar_Rooftop_Com,2048,513.4054775281945
ISRAEL,PWR_Solar_Rooftop_Com,2049,503.1373679776306
ISRAEL,PWR_Solar_Rooftop_Com,2050,493.074620618078
ISRAEL,PWR_Wind_Onshore,2015,1400.0
ISRAEL,PWR_Wind_Onshore,2016,1372.0
ISRAEL,PWR_Wind_Onshore,2017,1344.56
ISRAEL,PWR_Wind_Onshore,2018,1317.6688
ISRAEL,PWR_Wind_Onshore,2019,1291.315424
ISRAEL,PWR_Wind_Onshore,2020,1265.4891155199998
ISRAEL,PWR_Wind_Onshore,2021,1240.1793332096
ISRAEL,PWR_Wind_Onshore,2022,1215.375746545408
ISRAEL,PWR_Wind_Onshore,2023,1191.0682316144996
ISRAEL,PWR_Wind_Onshore,2024,1167.2468669822097
ISRAEL,PWR_Wind_Onshore,2025,1143.9019296425654
ISRAEL,PWR_Wind_Onshore,2026,1121.0238910497142
ISRAEL,PWR_Wind_Onshore,2027,1098.6034132287198
ISRAEL,PWR_Wind_Onshore,2028,1076.6313449641452
ISRAEL,PWR_Wind_Onshore,2029,1055.0987180648624
ISRAEL,PWR_Wind_Onshore,2030,1033.9967437035652
ISRAEL,PWR_Wind_Onshore,2031,1013.3168088294938
ISRAEL,PWR_Wind_Onshore,2032,993.050472652904
ISRAEL,PWR_Wind_Onshore,2033,973.1894631998458
ISRAEL,PWR_Wind_Onshore,2034,953.7256739358489
ISRAEL,PWR_Wind_Onshore,2035,934.6511604571319
ISRAEL,PWR_Wind_Onshore,2036,915.9581372479893
ISRAEL,PWR_Wind_Onshore,2037,897.6389745030294
ISRAEL,PWR_Wind_Onshore,2038,879.6861950129689
ISRAEL,PWR_Wind_Onshore,2039,862.0924711127095
ISRAEL,PWR_Wind_Onshore,2040,844.8506216904553
ISRAEL,PWR_Wind_Onshore,2041,827.9536092566462
ISRAEL,PWR_Wind_Onshore,2042,811.3945370715131
ISRAEL,PWR_Wind_Onshore,2043,795.1666463300829
ISRAEL,PWR_Wind_Onshore,2044,779.2633134034813
ISRAEL,PWR_Wind_Onshore,2045,763.6780471354117
ISRAEL,PWR_Wind_Onshore,2046,748.4044861927034
ISRAEL,PWR_Wind_Onshore,2047,733.4363964688494
ISRAEL,PWR_Wind_Onshore,2048,718.7676685394723
ISRAEL,PWR_Wind_Onshore,2049,704.3923151686829
ISRAEL,PWR_Wind_Onshore,2050,690.3044688653092
ISRAEL,PWR_CSP_Storage,2015,5000.0
ISRAEL,PWR_CSP_Storage,2016,4900.0
ISRAEL,PWR_CSP_Storage,2017,4802.0
ISRAEL,PWR_CSP_Storage,2018,4705.96
ISRAEL,PWR_CSP_Storage,2019,4611.840799999999
ISRAEL,PWR_CSP_Storage,2020,4519.603983999999
ISRAEL,PWR_CSP_Storage,2021,4429.211904319999
ISRAEL,PWR_CSP_Storage,2022,4340.6276662335995
ISRAEL,PWR_CSP_Storage,2023,4253.815112908927
ISRAEL,PWR_CSP_Storage,2024,4168.738810650749
ISRAEL,PWR_CSP_Storage,2025,4085.3640344377336
ISRAEL,PWR_CSP_Storage,2026,4003.656753748979
ISRAEL,PWR_CSP_Storage,2027,3923.5836186739994
ISRAEL,PWR_CSP_Storage,2028,3845.111946300519
ISRAEL,PWR_CSP_Storage,2029,3768.2097073745085
ISRAEL,PWR_CSP_Storage,2030,3692.8455132270187
ISRAEL,PWR_CSP_Storage,2031,3618.988602962478
ISRAEL,PWR_CSP_Storage,2032,3546.6088309032284
ISRAEL,PWR_CSP_Storage,2033,3475.6766542851637
ISRAEL,PWR_CSP_Storage,2034,3406.1631211994604
ISRAEL,PWR_CSP_Storage,2035,3338.039858775471
ISRAEL,PWR_CSP_Storage,2036,3271.2790615999616
ISRAEL,PWR_CSP_Storage,2037,3205.853480367962
ISRAEL,PWR_CSP_Storage,2038,3141.736410760603
ISRAEL,PWR_CSP_Storage,2039,3078.9016825453914
ISRAEL,PWR_CSP_Storage,2040,3017.323648894483
ISRAEL,PWR_CSP_Storage,2041,2956.9771759165938
ISRAEL,PWR_CSP_Storage,2042,2897.837632398261
ISRAEL,PWR_CSP_Storage,2043,2839.880879750296
ISRAEL,PWR_CSP_Storage,2044,2783.0832621552904
ISRAEL,PWR_CSP_Storage,2045,2727.4215969121847
ISRAEL,PWR_CSP_Storage,2046,2672.8731649739407
ISRAEL,PWR_CSP_Storage,2047,2619.4157016744616
ISRAEL,PWR_CSP_Storage,2048,2567.027387640973
ISRAEL,PWR_CSP_Storage,2049,2515.6868398881534
ISRAEL,PWR_CSP_Storage,2050,2465.37310309039
ISRAEL,PWR_WTE_Incinerator,2015,3500.0
ISRAEL,PWR_WTE_Incinerator,2016,3430.0
ISRAEL,PWR_WTE_Incinerator,2017,3361.3999999999996
ISRAEL,PWR_WTE_Incinerator,2018,3294.1719999999996
ISRAEL,PWR_WTE_Incinerator,2019,3228.2885599999995
ISRAEL,PWR_WTE_Incinerator,2020,3163.7227887999998
ISRAEL,PWR_WTE_Incinerator,2021,3100.4483330239996
ISRAEL,PWR_WTE_Incinerator,2022,3038.4393663635196
ISRAEL,PWR_WTE_Incinerator,2023,2977.6705790362494
ISRAEL,PWR_WTE_Incinerator,2024,2918.1171674555244
ISRAEL,PWR_WTE_Incinerator,2025,2859.7548241064133
ISRAEL,PWR_WTE_Incinerator,2026,2802.5597276242856
ISRAEL,PWR_WTE_Incinerator,2027,2746.5085330717993
ISRAEL,PWR_WTE_Incinerator,2028,2691.5783624103633
ISRAEL,PWR_WTE_Incinerator,2029,2637.746795162156
ISRAEL,PWR_WTE_Incinerator,2030,2584.9918592589133
ISRAEL,PWR_WTE_Incinerator,2031,2533.2920220737346
ISRAEL,PWR_WTE_Incinerator,2032,2482.62618163226
ISRAEL,PWR_WTE_Incinerator,2033,2432.9736579996147
ISRAEL,PWR_WTE_Incinerator,2034,2384.314184839622
ISRAEL,PWR_WTE_Incinerator,2035,2336.6279011428296
ISRAEL,PWR_WTE_Incinerator,2036,2289.895343119973
ISRAEL,PWR_WTE_Incinerator,2037,2244.0974362575735
ISRAEL,PWR_WTE_Incinerator,2038,2199.2154875324222
ISRAEL,PWR_WTE_Incinerator,2039,2155.231177781774
ISRAEL,PWR_WTE_Incinerator,2040,2112.126554226138
ISRAEL,PWR_WTE_Incinerator,2041,2069.8840231416157
ISRAEL,PWR_WTE_Incinerator,2042,2028.4863426787829
ISRAEL,PWR_WTE_Incinerator,2043,1987.9166158252074
ISRAEL,PWR_WTE_Incinerator,2044,1948.1582835087033
ISRAEL,PWR_WTE_Incinerator,2045,1909.195117838529
ISRAEL,PWR_WTE_Incinerator,2046,1871.0112154817584
ISRAEL,PWR_WTE_Incinerator,2047,1833.5909911721233
ISRAEL,PWR_WTE_Incinerator,2048,1796.919171348681
ISRAEL,PWR_WTE_Incinerator,2049,1760.9807879217074
ISRAEL,PWR_WTE_Incinerator,2050,1725.761172163273
ISRAEL,PWR_WTE_Biodigester,2015,2500.0
ISRAEL,PWR_WTE_Biodigester,2016,2450.0
ISRAEL,PWR_WTE_Biodigester,2017,2401.0
ISRAEL,PWR_WTE_Biodigester,2018,2352.98
ISRAEL,PWR_WTE_Biodigester,2019,2305.9203999999995
ISRAEL,PWR_WTE_Biodigester,2020,2259.8019919999997
ISRAEL,PWR_WTE_Biodigester,2021,2214.6059521599996
ISRAEL,PWR_WTE_Biodigester,2022,2170.3138331167997
ISRAEL,PWR_WTE_Biodigester,2023,2126.9075564544637
ISRAEL,PWR_WTE_Biodigester,2024,2084.3694053253744
ISRAEL,PWR_WTE_Biodigester,2025,2042.6820172188668
ISRAEL,PWR_WTE_Biodigester,2026,2001.8283768744895
ISRAEL,PWR_WTE_Biodigester,2027,1961.7918093369997
ISRAEL,PWR_WTE_Biodigester,2028,1922.5559731502594
ISRAEL,PWR_WTE_Biodigester,2029,1884.1048536872543
ISRAEL,PWR_WTE_Biodigester,2030,1846.4227566135094
ISRAEL,PWR_WTE_Biodigester,2031,1809.494301481239
ISRAEL,PWR_WTE_Biodigester,2032,1773.3044154516142
ISRAEL,PWR_WTE_Biodigester,2033,1737.8383271425819
ISRAEL,PWR_WTE_Biodigester,2034,1703.0815605997302
ISRAEL,PWR_WTE_Biodigester,2035,1669.0199293877356
ISRAEL,PWR_WTE_Biodigester,2036,1635.6395307999808
ISRAEL,PWR_WTE_Biodigester,2037,1602.926740183981
ISRAEL,PWR_WTE_Biodigester,2038,1570.8682053803016
ISRAEL,PWR_WTE_Biodigester,2039,1539.4508412726957
